running_id,participant_id,code,payoff,tr,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,guidance_followed,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback
1720,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1720,4,32,0,26,20,Human,1,20,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
1721,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1721,5,33,0,10,12,AI,0,10,1,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
1722,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1722,5,34,0,17,15,AI,0,17,0,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0
1723,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1723,5,35,0,6,2,AI,0,6,0,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0
1724,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1724,5,36,0,8,15,Human,1,15,0,1,1,AI<D<H,3,7,7,0,2,5,0,0,0,0.7,0.875,0,0,0
1725,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1725,5,37,0,12,23,Human,1,23,0,1,1,D<AI<H,1,13,11,0,2,13,0,0,0,1.1,0.916666667,0,0,0
1726,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1726,5,38,0,19,11,Human,1,11,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
1727,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1727,5,39,0,8,11,Human,1,11,0,1,0,AI<D<H,3,7,3,0,1,1,0,1,1,0.3,0.375,0,0,0
1728,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1728,5,40,0,13,24,Human,1,24,0,1,1,D<AI<H,1,20,11,1,3,14,0,0,0,1.1,0.846153846,0,0,0
1729,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1729,6,41,0,17,9,AI,0,17,0,0,1,H<D<AI,8,10,-8,1,1,7,0,0,1,0.8,0.470588235,0,1,1
1730,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1730,6,42,0,9,12,AI,0,9,1,1,0,AI<D<H,3,10,3,0,1,1,0,1,0,0.3,0.333333333,0,1,0
1731,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1731,6,43,0,3,6,Human,1,6,0,1,0,AI<H<D,10,10,3,1,4,4,0,1,1,0.3,1,0,1,0
1732,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1732,6,44,0,7,14,Human,1,14,0,1,1,AI<D<H,3,10,7,0,3,4,0,0,0,0.7,1,0,1,0
1733,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1733,6,45,0,20,14,Human,1,14,1,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0
1734,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1734,6,46,0,10,6,AI,0,10,0,0,0,H<D=AI,6,11,-4,0,0,0,0,1,0,0.4,0.4,0,1,0
1735,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1735,6,47,0,6,12,AI,0,6,1,1,1,AI<D<H,3,7,6,0,2,4,0,0,1,0.6,1,0,1,0
1736,31,v23084d5,1.84,60,1,0,2,2,2,2,2,-2,2,I read the instructions,24,Female,Master,"Working (part-time, full-time, self-employed)",2,4,Not at all,6.7,12.8,0.5234375,30,18,1736,6,48,0,12,4,AI,0,12,0,0,1,H<D<AI,8,1,-8,1,2,2,0,1,0,0.8,0.666666667,0,1,0
1737,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1737,0,a,1,11,17,AI,0,11,1,1,1,D<AI<H,1,10,6,0,1,1,0,1,0,0.6,0.545454545,0,0,0
1738,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1738,0,b,1,15,12,Human,1,12,1,0,0,D<H<AI,2,7,-3,1,2,2,0,1,1,0.3,0.2,0,0,0
1739,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1739,0,c,1,9,11,Human,1,11,0,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0
1740,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1740,0,d,1,17,11,Human,1,11,1,0,1,D<H<AI,2,15,-6,0,1,1,0,1,1,0.6,0.352941176,0,0,0
1741,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1741,0,e,1,10,13,AI,0,10,1,1,0,D=AI<H,4,7,3,0,0,0,0,1,0,0.3,0.3,0,0,0
1742,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1742,0,f,1,17,10,Human,1,10,1,0,1,D=H<AI,5,11,-7,1,0,0,0,1,1,0.7,0.411764706,0,0,0
1743,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1743,0,g,1,12,18,AI,0,12,1,1,1,D<AI<H,1,16,6,1,2,2,0,1,0,0.6,0.5,0,0,0
1744,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1744,0,h,1,10,9,AI,0,10,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
1745,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1745,1,1,0,8,4,AI,0,8,0,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1
1746,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1746,1,2,0,15,9,Human,1,9,1,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0
1747,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1747,1,3,0,7,10,Human,1,10,0,1,0,AI<D=H,9,8,3,0,0,0,0,1,1,0.3,0.428571429,1,0,0
1748,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1748,1,4,0,14,24,AI,0,14,1,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0
1749,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1749,1,5,0,7,4,AI,0,7,0,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0
1750,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1750,1,6,0,13,19,AI,0,13,1,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0
1751,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1751,1,7,0,6,14,AI,0,6,1,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0
1752,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1752,1,8,0,26,17,Human,1,17,1,0,1,D<H<AI,2,10,-9,1,7,7,0,1,1,0.9,0.346153846,1,0,0
1753,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1753,2,9,0,12,8,AI,0,12,0,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1
1754,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1754,2,10,0,18,26,AI,0,18,1,1,1,D<AI<H,1,10,8,0,8,8,0,1,0,0.8,0.444444444,0,0,0
1755,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1755,2,11,0,17,14,Human,1,14,1,0,0,D<H<AI,2,10,-3,1,4,4,0,1,1,0.3,0.176470588,0,0,0
1756,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1756,2,12,0,10,8,AI,0,10,0,0,0,H<D=AI,6,4,-2,1,0,0,0,1,0,0.2,0.2,0,0,0
1757,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1757,2,13,0,14,17,AI,0,14,1,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0
1758,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1758,2,14,0,9,16,AI,0,9,1,1,1,AI<D<H,3,6,7,0,1,1,0,1,0,0.7,0.777777778,0,0,0
1759,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1759,2,15,0,14,11,Human,1,11,1,0,0,D<H<AI,2,13,-3,0,1,1,0,1,1,0.3,0.214285714,0,0,0
1760,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1760,2,16,0,4,7,Human,1,7,0,1,0,AI<H<D,10,6,3,1,3,3,0,1,1,0.3,0.75,0,0,0
1761,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1761,3,17,0,13,4,AI,0,13,0,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1
1762,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1762,3,18,0,5,9,Human,1,9,0,1,0,AI<H<D,10,6,4,0,1,1,0,1,1,0.4,0.8,0,0,0
1763,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1763,3,19,0,8,12,Human,1,12,0,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
1764,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1764,3,20,0,14,7,Human,1,7,1,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0
1765,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1765,3,21,0,12,21,AI,0,12,1,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
1766,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1766,3,22,0,11,8,AI,0,11,0,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0
1767,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1767,3,23,0,24,17,Human,1,17,1,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0
1768,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1768,3,24,0,16,3,Human,1,3,1,0,1,H<D<AI,8,5,-13,1,6,7,0,0,0,1.3,0.8125,0,0,0
1769,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1769,4,25,0,10,14,AI,0,10,1,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1
1770,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1770,4,26,0,10,3,Human,1,3,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
1771,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1771,4,27,0,1,9,Human,1,9,0,1,1,AI<H<D,10,10,8,1,1,1,0,1,1,0.8,8,0,0,0
1772,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1772,4,28,0,14,13,Human,1,13,1,0,0,D<H<AI,2,20,-1,0,3,3,0,1,1,0.1,0.071428571,0,0,0
1773,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1773,4,29,0,12,9,Human,1,9,1,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0
1774,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1774,4,30,0,14,16,AI,0,14,1,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0
1775,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1775,4,31,0,6,7,AI,0,6,1,1,0,AI<H<D,10,18,1,1,3,4,0,0,1,0.1,0.166666667,0,0,0
1776,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1776,4,32,0,26,20,Human,1,20,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
1777,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1777,5,33,0,10,12,AI,0,10,1,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
1778,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1778,5,34,0,17,15,Human,1,15,1,0,0,D<H<AI,2,19,-2,0,5,5,0,1,1,0.2,0.117647059,0,0,0
1779,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1779,5,35,0,6,2,Human,1,2,1,0,0,H<AI<D,7,10,-4,0,4,8,0,0,0,0.4,0.666666667,0,0,0
1780,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1780,5,36,0,8,15,AI,0,8,1,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
1781,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1781,5,37,0,12,23,AI,0,12,1,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0
1782,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1782,5,38,0,19,11,Human,1,11,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
1783,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1783,5,39,0,8,11,AI,0,8,1,1,0,AI<D<H,3,7,3,0,1,2,0,0,1,0.3,0.375,0,0,0
1784,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1784,5,40,0,13,24,AI,0,13,1,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0
1785,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1785,6,41,0,17,9,Human,1,9,1,0,1,H<D<AI,8,10,-8,1,1,1,0,1,1,0.8,0.470588235,0,1,1
1786,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1786,6,42,0,9,12,AI,0,9,1,1,0,AI<D<H,3,10,3,0,1,1,0,1,0,0.3,0.333333333,0,1,0
1787,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1787,6,43,0,3,6,AI,0,3,1,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0
1788,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1788,6,44,0,7,14,AI,0,7,1,1,1,AI<D<H,3,10,7,0,3,3,0,1,0,0.7,1,0,1,0
1789,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1789,6,45,0,20,14,Human,1,14,1,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0
1790,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1790,6,46,0,10,6,Human,1,6,1,0,0,H<D=AI,6,11,-4,0,0,4,0,0,0,0.4,0.4,0,1,0
1791,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1791,6,47,0,6,12,AI,0,6,1,1,1,AI<D<H,3,7,6,0,2,4,0,0,1,0.6,1,0,1,0
1792,32,9blzzjhd,2.94,70,0,0,0,1,1,0,2,-1,2,I read the instructions,38,Male,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,4.6,10.58333333,0.434645669,25,23,1792,6,48,0,12,4,Human,1,4,1,0,1,H<D<AI,8,1,-8,1,2,6,0,0,0,0.8,0.666666667,0,1,0
1793,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1793,0,a,1,11,17,Human,1,17,0,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0
1794,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1794,0,b,1,15,12,AI,0,15,0,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0
1795,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1795,0,c,1,9,11,Human,1,11,0,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0
1796,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1796,0,d,1,17,11,AI,0,17,0,0,1,D<H<AI,2,15,-6,0,1,7,0,0,1,0.6,0.352941176,0,0,0
1797,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1797,0,e,1,10,13,Human,1,13,0,1,0,D=AI<H,4,7,3,0,0,3,0,0,0,0.3,0.3,0,0,0
1798,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1798,0,f,1,17,10,AI,0,17,0,0,1,D=H<AI,5,11,-7,1,0,7,0,0,1,0.7,0.411764706,0,0,0
1799,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1799,0,g,1,12,18,Human,1,18,0,1,1,D<AI<H,1,16,6,1,2,8,0,0,0,0.6,0.5,0,0,0
1800,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1800,0,h,1,10,9,AI,0,10,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
1801,33,glou0qpr,3.08,70,0,0,1,1,1,1,1,1,1,I read the instructions,50,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,2,Only one,17.61666667,28.86666667,0.610277136,26,22,1801,1,1,0,8,4,AI,0,8,0,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1
