running_id,participant_id,code,payoff,tr,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,guidance_followed,g1,g2,g3,neg_small,neg_large,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback
3645,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3645,0,e,1,10,13,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,7,3,0,0,0,0,1,0,0.3,0.3,0,0,0
3646,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3646,0,f,1,17,10,Human,1,10,1,1,0,0,0,1,0,1,D=H<AI,5,11,-7,1,0,0,0,1,1,0.7,0.411764706,0,0,0
3647,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3647,0,g,1,12,18,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,16,6,1,2,2,0,1,0,0.6,0.5,0,0,0
3648,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3648,0,h,1,10,9,AI,0,10,1,0,0,1,1,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
3649,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3649,1,1,0,8,4,AI,0,8,1,0,0,1,1,0,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1
3650,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3650,1,2,0,15,9,Human,1,9,1,1,0,0,0,1,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0
3651,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3651,1,3,0,7,10,AI,0,7,1,0,1,0,0,0,1,0,AI<D=H,9,8,3,0,0,3,0,0,1,0.3,0.428571429,1,0,0
3652,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3652,1,4,0,14,24,AI,0,14,1,0,1,0,0,0,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0
3653,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3653,1,5,0,7,4,AI,0,7,1,0,0,1,1,0,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0
3654,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3654,1,6,0,13,19,AI,0,13,1,0,1,0,0,0,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0
3655,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3655,1,7,0,6,14,AI,0,6,1,0,1,0,0,0,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0
3656,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3656,1,8,0,26,17,Human,1,17,1,1,0,0,0,1,0,1,D<H<AI,2,10,-9,1,7,7,0,1,1,0.9,0.346153846,1,0,0
3657,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3657,2,9,0,12,8,AI,0,12,1,0,0,1,1,0,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1
3658,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3658,2,10,0,18,26,AI,0,18,1,0,1,0,0,0,1,1,D<AI<H,1,10,8,0,8,8,0,1,0,0.8,0.444444444,0,0,0
3659,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3659,2,11,0,17,14,AI,0,17,1,0,0,1,1,0,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0
3660,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3660,2,12,0,10,8,AI,0,10,1,0,0,1,1,0,0,0,H<D=AI,6,4,-2,1,0,0,0,1,0,0.2,0.2,0,0,0
3661,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3661,2,13,0,14,17,AI,0,14,1,0,1,0,0,0,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0
3662,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3662,2,14,0,9,16,AI,0,9,1,0,1,0,0,0,1,1,AI<D<H,3,6,7,0,1,1,0,1,0,0.7,0.777777778,0,0,0
3663,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3663,2,15,0,14,11,AI,0,14,1,0,0,1,1,0,0,0,D<H<AI,2,13,-3,0,1,4,0,0,1,0.3,0.214285714,0,0,0
3664,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3664,2,16,0,4,7,AI,0,4,1,0,1,0,0,0,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0
3665,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3665,3,17,0,13,4,Human,1,4,1,1,0,0,0,1,0,1,H<D<AI,8,7,-9,1,3,6,0,0,0,0.9,0.692307692,0,0,1
3666,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3666,3,18,0,5,9,AI,0,5,1,0,1,0,0,0,1,0,AI<H<D,10,6,4,0,1,5,0,0,1,0.4,0.8,0,0,0
3667,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3667,3,19,0,8,12,AI,0,8,1,0,1,0,0,0,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
3668,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3668,3,20,0,14,7,Human,1,7,1,1,0,0,0,1,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0
3669,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3669,3,21,0,12,21,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
3670,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3670,3,22,0,11,8,AI,0,11,1,0,0,1,1,0,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0
3671,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3671,3,23,0,24,17,Human,1,17,1,1,0,0,0,1,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0
3672,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3672,3,24,0,16,3,Human,1,3,1,1,0,0,0,1,0,1,H<D<AI,8,5,-13,1,6,7,0,0,0,1.3,0.8125,0,0,0
3673,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3673,4,25,0,10,14,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1
3674,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3674,4,26,0,10,3,Human,1,3,1,1,0,0,0,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
3675,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3675,4,27,0,1,9,AI,0,1,1,0,1,0,0,0,1,1,AI<H<D,10,10,8,1,1,9,0,0,1,0.8,8,0,0,0
3676,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3676,4,28,0,14,13,AI,0,14,1,0,0,1,1,0,0,0,D<H<AI,2,20,-1,0,3,4,0,0,1,0.1,0.071428571,0,0,0
3677,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3677,4,29,0,12,9,AI,0,12,1,0,0,1,1,0,0,0,H<D<AI,8,10,-3,1,1,2,0,0,1,0.3,0.25,0,0,0
3678,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3678,4,30,0,14,16,AI,0,14,1,0,1,0,0,0,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0
3679,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3679,4,31,0,6,7,AI,0,6,1,0,1,0,0,0,1,0,AI<H<D,10,18,1,1,3,4,0,0,1,0.1,0.166666667,0,0,0
3680,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3680,4,32,0,26,20,Human,1,20,1,1,0,0,0,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
3681,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3681,5,33,0,10,12,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
3682,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3682,5,34,0,17,15,AI,0,17,1,0,0,1,1,0,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0
3683,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3683,5,35,0,6,2,Human,1,2,0,0,0,0,1,0,0,0,H<AI<D,7,10,-4,0,4,8,0,0,0,0.4,0.666666667,0,0,0
3684,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3684,5,36,0,8,15,AI,0,8,1,0,1,0,0,0,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
3685,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3685,5,37,0,12,23,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0
3686,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3686,5,38,0,19,11,Human,1,11,1,1,0,0,0,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
3687,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3687,5,39,0,8,11,AI,0,8,1,0,1,0,0,0,1,0,AI<D<H,3,7,3,0,1,2,0,0,1,0.3,0.375,0,0,0
3688,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3688,5,40,0,13,24,AI,0,13,1,0,1,0,0,0,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0
3689,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3689,6,41,0,17,9,Human,1,9,1,1,0,0,0,1,0,1,H<D<AI,8,10,-8,1,1,1,0,1,1,0.8,0.470588235,0,1,1
3690,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3690,6,42,0,9,12,AI,0,9,1,0,1,0,0,0,1,0,AI<D<H,3,10,3,0,1,1,0,1,0,0.3,0.333333333,0,1,0
3691,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3691,6,43,0,3,6,AI,0,3,1,0,1,0,0,0,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0
3692,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3692,6,44,0,7,14,AI,0,7,1,0,1,0,0,0,1,1,AI<D<H,3,10,7,0,3,3,0,1,0,0.7,1,0,1,0
3693,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3693,6,45,0,20,14,Human,1,14,1,1,0,0,0,1,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0
3694,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3694,6,46,0,10,6,Human,1,6,0,0,0,0,1,0,0,0,H<D=AI,6,11,-4,0,0,4,0,0,0,0.4,0.4,0,1,0
3695,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3695,6,47,0,6,12,AI,0,6,1,0,1,0,0,0,1,1,AI<D<H,3,7,6,0,2,4,0,0,1,0.6,1,0,1,0
3696,66,dakx5vb1,2.96,70,1,-1,0,1,1,1,1,-1,1,I read the instructions,49,Male,Bachelor,"Working (part-time, full-time, self-employed)",4,3,A few times,4.266666667,11.25,0.379259259,34,14,3696,6,48,0,12,4,Human,1,4,1,1,0,0,0,1,0,1,H<D<AI,8,1,-8,1,2,6,0,0,0,0.8,0.666666667,0,1,0
3697,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3697,0,a,1,11,17,Human,1,17,0,0,0,0,0,0,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0
3698,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3698,0,b,1,15,12,AI,0,15,1,0,0,1,1,0,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0
3699,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3699,0,c,1,9,11,Human,1,11,0,0,0,0,0,0,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0
3700,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3700,0,d,1,17,11,AI,0,17,0,0,0,0,0,1,0,1,D<H<AI,2,15,-6,0,1,7,0,0,1,0.6,0.352941176,0,0,0
3701,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3701,0,e,1,10,13,Human,1,13,0,0,0,0,0,0,1,0,D=AI<H,4,7,3,0,0,3,0,0,0,0.3,0.3,0,0,0
3702,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3702,0,f,1,17,10,AI,0,17,0,0,0,0,0,1,0,1,D=H<AI,5,11,-7,1,0,7,0,0,1,0.7,0.411764706,0,0,0
3703,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3703,0,g,1,12,18,Human,1,18,0,0,0,0,0,0,1,1,D<AI<H,1,16,6,1,2,8,0,0,0,0.6,0.5,0,0,0
3704,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3704,0,h,1,10,9,AI,0,10,1,0,0,1,1,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
3705,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3705,1,1,0,8,4,Human,1,4,0,0,0,0,1,0,0,0,H<AI<D,7,5,-4,1,2,6,0,0,0,0.4,0.5,1,0,1
3706,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3706,1,2,0,15,9,Human,1,9,1,1,0,0,0,1,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0
3707,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3707,1,3,0,7,10,AI,0,7,1,0,1,0,0,0,1,0,AI<D=H,9,8,3,0,0,3,0,0,1,0.3,0.428571429,1,0,0
3708,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3708,1,4,0,14,24,AI,0,14,1,0,1,0,0,0,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0
3709,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3709,1,5,0,7,4,Human,1,4,0,0,0,0,1,0,0,0,H<AI<D,7,6,-3,0,3,6,0,0,0,0.3,0.428571429,1,0,0
3710,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3710,1,6,0,13,19,AI,0,13,1,0,1,0,0,0,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0
3711,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3711,1,7,0,6,14,AI,0,6,1,0,1,0,0,0,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0
3712,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3712,1,8,0,26,17,Human,1,17,1,1,0,0,0,1,0,1,D<H<AI,2,10,-9,1,7,7,0,1,1,0.9,0.346153846,1,0,0
3713,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3713,2,9,0,12,8,AI,0,12,1,0,0,1,1,0,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1
3714,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3714,2,10,0,18,26,Human,1,26,0,0,0,0,0,0,1,1,D<AI<H,1,10,8,0,8,16,0,0,0,0.8,0.444444444,0,0,0
3715,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3715,2,11,0,17,14,AI,0,17,1,0,0,1,1,0,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0
3716,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3716,2,12,0,10,8,Human,1,8,0,0,0,0,1,0,0,0,H<D=AI,6,4,-2,1,0,2,0,0,0,0.2,0.2,0,0,0
3717,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3717,2,13,0,14,17,AI,0,14,1,0,1,0,0,0,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0
3718,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3718,2,14,0,9,16,AI,0,9,1,0,1,0,0,0,1,1,AI<D<H,3,6,7,0,1,1,0,1,0,0.7,0.777777778,0,0,0
3719,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3719,2,15,0,14,11,Human,1,11,0,0,0,0,1,0,0,0,D<H<AI,2,13,-3,0,1,1,0,1,1,0.3,0.214285714,0,0,0
3720,67,kdkaqy5i,2.46,60,1,2,1,2,1,1,2,1,1,I read the instructions,29,Male,Bachelor,"Working (part-time, full-time, self-employed)",1,2,Not at all,2.016666667,8.733333333,0.230916031,30,18,3720,2,16,0,4,7,AI,0,4,1,0,1,0,0,0,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0
